,grado_entrada,grado_salida,grado_total,intermediacion,cercania
jorgealberto365,0.0,3.0,3.0,0.0,0.45564281559045955
fash123gt,0.0,3.0,3.0,8.949397498976189e-05,0.4553779069767442
eleo_1981,0.0,3.0,3.0,0.0,0.45564281559045955
luis_o_rodri,0.0,3.0,3.0,0.0,0.45564281559045955
guerrerogarnica,3.0,0.0,3.0,3.610489450928911e-07,0.31414820014037903
noti_atlantico,3.0,0.0,3.0,6.10872636708015e-08,0.3165285916346737
amilcarmontejo,3.0,0.0,3.0,4.198622709541413e-06,0.3163048965169106
coca_moraless,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
otto65815arana,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
marcope93440047,0.0,3.0,3.0,0.0,0.45597438509678356
gerardogsza,0.0,3.0,3.0,0.0,0.45564281559045955
gil2ando,0.0,3.0,3.0,0.0,0.4558416994034628
juanvictorcas1,3.0,0.0,3.0,1.3032614696995609e-06,0.3159858799798285
leal1_marta,0.0,3.0,3.0,2.1813118813273943e-05,0.4554441052478558
delaguila21,0.0,3.0,3.0,2.6439768365915036e-08,0.4558416994034628
harolditto,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
ingecivilxela,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
henryco15270422,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
doctoraclaudia,3.0,0.0,3.0,3.110473953440847e-07,0.31358222400160146
elcidrudy,0.0,3.0,3.0,0.0001477295845760349,0.4553779069767442
col8_1,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
jr_morales66,0.0,3.0,3.0,0.0,0.45564281559045955
pajafumo,0.0,3.0,3.0,8.15281971384418e-08,0.4553117279465194
julenag,0.0,3.0,3.0,1.852913571328223e-08,0.4555765595463138
soyelsol_13,0.0,3.0,3.0,0.000610279872263783,0.4553779069767442
ganddini_sofia,0.0,3.0,3.0,0.0,0.45564281559045955
silviafern64384,0.0,3.0,3.0,0.0,0.45524556814879397
lcoquette7,0.0,3.0,3.0,5.1170744992920684e-06,0.4554441052478558
ealvaradoucles7,0.0,3.0,3.0,2.038204928461045e-07,0.4553117279465194
jpaulmora,0.0,3.0,3.0,0.0006403017849803147,0.4553779069767442
amihernandez15,0.0,3.0,3.0,9.244386891311603e-05,0.4553779069767442
garcia196711,1.0,2.0,3.0,0.0,0.45517942757518526
estuardoespana,1.0,2.0,3.0,0.0,0.45517942757518526
cvabelli98791,1.0,2.0,3.0,0.0,0.4569053521948374
florentino_rs95,0.0,3.0,3.0,4.9708215011688425e-05,0.4555103227682466
jorgegiliv,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
mmrgt,0.0,3.0,3.0,0.0,0.45564281559045955
daniel___sa,1.0,2.0,3.0,0.0,0.4553117279465194
perez10system,0.0,3.0,3.0,0.0,0.45564281559045955
liqados,0.0,3.0,3.0,0.0,0.45564281559045955
adanrodass,0.0,3.0,3.0,2.7313285371252264e-05,0.4555103227682466
neryrol,0.0,3.0,3.0,1.545803356702102e-07,0.45564281559045955
el_chapusero,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
gus_pacheco10,0.0,3.0,3.0,2.470190882858506e-05,0.4554441052478558
jose_a_dykesg,0.0,3.0,3.0,0.0,0.45564281559045955
david_mejia79,0.0,3.0,3.0,0.0,0.45564281559045955
tenivinicio,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
alexchoco1,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
mundialdeglobos,0.0,3.0,3.0,0.0,0.45564281559045955
lopezguamuch,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
guillen_ge20243,1.0,2.0,3.0,0.0,0.4555103227682466
pyotr_velikiy,0.0,3.0,3.0,0.00013571496461275422,0.4554441052478558
ronald6293,0.0,3.0,3.0,1.9980481706676335e-07,0.4559080325960419
tio_alo,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
salazarreload2,0.0,3.0,3.0,5.833194374941209e-05,0.4553779069767442
pabloelopgt,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
eddyarredondo23,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
cristianchj,0.0,3.0,3.0,4.473487146788627e-06,0.4554441052478558
eximioguatemala,0.0,3.0,3.0,7.516497819150095e-05,0.4554441052478558
luta4621,0.0,3.0,3.0,4.011166459425789e-06,0.4553779069767442
freddyrodasmixc,0.0,3.0,3.0,0.0,0.45564281559045955
isazuleta,1.0,2.0,3.0,0.0012765277466951562,0.31436885410395343
onu_es,3.0,0.0,3.0,9.65944413190019e-06,0.31582661290322583
nahumperalta77,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
teconochairos,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
carmena22235780,0.0,3.0,3.0,1.0972878379793135e-06,0.4558416994034628
kikesetien96,0.0,3.0,3.0,0.00014482170720346053,0.45564281559045955
oneblakred,0.0,3.0,3.0,0.0,0.45564281559045955
lagomez84022,0.0,3.0,3.0,1.0168966147408461e-07,0.45597438509678356
lopezyvan5,0.0,3.0,3.0,0.0006383657835939981,0.4554441052478558
carlospinto3172,0.0,3.0,3.0,0.0,0.4554441052478558
alexpatriotagt,1.0,2.0,3.0,4.895962672007913e-05,0.4553117279465194
sandrap28336385,1.0,2.0,3.0,6.088109742812369e-06,0.4555765595463138
__vadergt,3.0,0.0,3.0,2.670159104851748e-07,0.31477946347834823
kikempalm,0.0,3.0,3.0,0.00019963881135001563,0.4554441052478558
jchaveco12,0.0,3.0,3.0,0.0,0.45564281559045955
marianelaprez6,1.0,2.0,3.0,0.0,0.4562399883500801
doctordelagua,0.0,3.0,3.0,0.0014248495839886792,0.4555103227682466
sdblolo,0.0,3.0,3.0,0.0,0.45617355853232383
chiqui5256,1.0,2.0,3.0,0.0,0.4562399883500801
kvetinaq,0.0,3.0,3.0,0.0,0.4553779069767442
floresasturias,0.0,3.0,3.0,0.00011202014806216812,0.4554441052478558
jfpernillo24,0.0,3.0,3.0,3.9412104863829305e-05,0.4554441052478558
diazlanke13,0.0,3.0,3.0,8.865818141199601e-09,0.4553779069767442
lpez4edwin,1.0,2.0,3.0,0.0,0.4555103227682466
luisargueta2551,0.0,3.0,3.0,0.0,0.45564281559045955
anae08franco,0.0,3.0,3.0,0.0,0.4559080325960419
sysao85,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
danydoggy,1.0,2.0,3.0,3.9958053429983935e-06,0.4553779069767442
alfredo14314093,0.0,3.0,3.0,0.0,0.4557090909090909
tisha_3572,0.0,3.0,3.0,7.690421598319579e-05,0.4554441052478558
nilrilesor,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
thegusboy05,0.0,3.0,3.0,1.1164382462507535e-05,0.4554441052478558
albaluzpatricia,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
elfkingleon69,0.0,3.0,3.0,0.0,0.45524556814879397
elchuchoqueesc1,1.0,2.0,3.0,0.0,0.4553779069767442
oxlabal,0.0,3.0,3.0,0.0007909605555280725,0.4553779069767442
mfgc1266,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
anabel97646029,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
amadis_reyes11,0.0,3.0,3.0,0.0,0.45564281559045955
rafayxn82450,0.0,3.0,3.0,2.2416588329779127e-05,0.4555103227682466
alejandro2024gt,0.0,3.0,3.0,6.260545587502938e-05,0.4553117279465194
king_joker80,0.0,3.0,3.0,0.0,0.45564281559045955
orottmann59372,0.0,3.0,3.0,0.0,0.45617355853232383
edwinvfuentes,0.0,3.0,3.0,1.9057019047592282e-07,0.45630643751820565
o_leaker,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
monicarabanale1,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
monse79658848,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
rodenasmarina,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
licmanuelemili2,0.0,3.0,3.0,1.9980481706676335e-07,0.4559080325960419
gtliber,1.0,2.0,3.0,0.0006383657835939981,0.45564281559045955
clsosita,0.0,3.0,3.0,0.0006383657835939988,0.4553779069767442
mini_licgt,0.0,3.0,3.0,4.07640985692209e-08,0.45524556814879397
comunicalod,0.0,3.0,3.0,1.773284477149291e-07,0.4564393939393939
juanparivera10,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
viejove33196008,0.0,3.0,3.0,0.0,0.45597438509678356
gowokegobroke82,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
gtcalidadtotal,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
canalitosagupsn,0.0,3.0,3.0,0.0,0.45637290604515657
gabomartinez8qr,0.0,3.0,3.0,0.0,0.4568387284922718
luisosoy,0.0,3.0,3.0,0.0,0.4554441052478558
roberto09789152,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
s_arahdez,0.0,3.0,3.0,8.962704758660715e-07,0.45564281559045955
dondeyvid__,0.0,3.0,3.0,3.088468549541698e-05,0.4555103227682466
borys_ii,0.0,3.0,3.0,1.0864311694349345e-06,0.4554441052478558
josepai3524167,0.0,3.0,3.0,0.0,0.45617355853232383
irealvlir,0.0,3.0,3.0,2.0489399345470493e-05,0.4553117279465194
centrosdeport,1.0,2.0,3.0,0.0006383657835940005,0.4553779069767442
seletiene211371,0.0,3.0,3.0,0.00021265271420274853,0.4553117279465194
batallonjalapa,0.0,3.0,3.0,0.0,0.4555103227682466
komunitarista,0.0,3.0,3.0,0.0006383657835939993,0.4554441052478558
nomechinguengt,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
othmancgrstones,0.0,3.0,3.0,1.003515638534456e-05,0.4553117279465194
nrl_rodas,1.0,2.0,3.0,0.0,0.4553117279465194
48cantonestoto,3.0,0.0,3.0,3.625017448496793e-06,0.3205443012072846
opinionhonesta2,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
rincon001a,3.0,0.0,3.0,2.038204928461045e-07,0.31301828354480965
gerardo20292641,0.0,3.0,3.0,0.00021265271420274853,0.4553117279465194
sedem_gt,0.0,3.0,3.0,3.9412104863829305e-05,0.4554441052478558
marxchelitavina,0.0,3.0,3.0,1.0864311694349345e-06,0.4554441052478558
cedr2506,0.0,3.0,3.0,0.0,0.45524556814879397
flinaresb,3.0,0.0,3.0,3.2438472036624547e-07,0.31314342828585706
e_loki_star,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
abejarocket1,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
divergente6996,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
carlosm36924914,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
betamax188,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
jorgellobello,0.0,3.0,3.0,1.0864311694349345e-06,0.4557090909090909
fernandochang95,0.0,3.0,3.0,0.00012507921455654446,0.4555103227682466
carlosg55665451,0.0,3.0,3.0,2.4898882190390344e-05,0.4553779069767442
reporterogt502,0.0,3.0,3.0,0.0003310125653646339,0.4554441052478558
claritadeleon,2.0,1.0,3.0,1.0191024642305226e-07,0.45524556814879397
legan_ki,0.0,3.0,3.0,0.0,0.45597438509678356
omarmor15810135,0.0,3.0,3.0,0.0,0.4557090909090909
hugoarmandomer2,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
carlosj42770497,0.0,3.0,3.0,1.0191024642305226e-07,0.45524556814879397
eaal80,0.0,3.0,3.0,1.8210280834548547e-06,0.4562399883500801
esthermironm,0.0,3.0,3.0,0.0,0.45564281559045955
edgar_gudiel88,0.0,3.0,3.0,1.568004367851749e-05,0.4554441052478558
davezgalindo,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
chiltepe4,0.0,3.0,3.0,8.046328107054647e-06,0.4553117279465194
kin01337,0.0,3.0,3.0,0.0,0.45524556814879397
qanongt161335,0.0,3.0,3.0,0.0,0.45564281559045955
miguel24445003,0.0,3.0,3.0,1.568004367851749e-05,0.4554441052478558
lfarivas,0.0,2.0,2.0,0.0,0.45517942757518526
roberto28338166,0.0,2.0,2.0,0.0,0.45517942757518526
luisenr36669555,0.0,2.0,2.0,0.0,0.45524556814879397
keratox1,0.0,2.0,2.0,0.0,0.45517942757518526
gtnewsagency,0.0,2.0,2.0,0.0,0.4553117279465194
brenttgranth,0.0,2.0,2.0,0.0,0.4559080325960419
un_tal_puyol,0.0,2.0,2.0,0.0,0.45517942757518526
copresamoficial,0.0,2.0,2.0,0.0,0.4553117279465194
rafaeortega2,0.0,2.0,2.0,0.0,0.45517942757518526
reybet0,0.0,2.0,2.0,0.0,0.45517942757518526
eliucyc,0.0,2.0,2.0,0.0,0.45517942757518526
wendync07,0.0,2.0,2.0,0.0,0.4555765595463138
edixong40550140,0.0,2.0,2.0,0.0,0.45517942757518526
yoursausague,0.0,2.0,2.0,0.0,0.4555103227682466
stefanycal76234,0.0,2.0,2.0,0.0,0.4559080325960419
claudiapinettaa,0.0,2.0,2.0,0.0,0.45597438509678356
elabandonado98,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
evasqueze,0.0,2.0,2.0,0.0,0.45564281559045955
emerson54692121,0.0,2.0,2.0,0.0,0.45517942757518526
edvinpaiz,0.0,2.0,2.0,0.0,0.45517942757518526
cristgkopp,0.0,2.0,2.0,0.0,0.45517942757518526
zangiff,0.0,2.0,2.0,0.0,0.45517942757518526
juan45fer,0.0,2.0,2.0,0.0,0.45517942757518526
cerberusedgar,0.0,2.0,2.0,0.0,0.45517942757518526
jefferandom,0.0,2.0,2.0,0.0,0.45517942757518526
arehann,0.0,2.0,2.0,0.0,0.45517942757518526
poroj97435c,0.0,2.0,2.0,0.0,0.4553117279465194
amigueprogre,0.0,2.0,2.0,0.0,0.45517942757518526
bigmaca93,0.0,2.0,2.0,0.0002936044801357902,0.45524556814879397
purples626,0.0,2.0,2.0,0.0,0.45524556814879397
butter_crypto,0.0,2.0,2.0,4.6174744915586926e-05,0.45524556814879397
gabedelgadoa,0.0,2.0,2.0,0.0,0.4553117279465194
atejedaw9,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
edcastillo30336,0.0,2.0,2.0,0.0,0.45564281559045955
luisto50,0.0,2.0,2.0,0.0,0.4559080325960419
gatubel23137045,0.0,2.0,2.0,0.0,0.45524556814879397
elecxiones2023,2.0,0.0,2.0,0.0,0.31481109324758844
qiqefigue,0.0,2.0,2.0,0.0,0.4553117279465194
eortizmorales,0.0,2.0,2.0,0.00020676284125970663,0.45524556814879397
augudiel,0.0,2.0,2.0,0.00010183981075689521,0.4553117279465194
donarturo45,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
tonybarrera,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
edwinquetzalito,0.0,2.0,2.0,0.0,0.4553117279465194
xe_maximiliano,0.0,2.0,2.0,0.0,0.45517942757518526
rubenihor,0.0,2.0,2.0,0.0,0.45517942757518526
cantimanuel1,0.0,2.0,2.0,0.0,0.45517942757518526
nelton_rivera,1.0,1.0,2.0,0.0,0.45564281559045955
victoriapsay,0.0,2.0,2.0,0.0,0.45517942757518526
eltuitdehoy_,0.0,2.0,2.0,0.0,0.45517942757518526
josearce1990,0.0,2.0,2.0,7.381802796553542e-05,0.4553117279465194
republicagt,2.0,0.0,2.0,0.0,0.3138964031660154
guichochepe,0.0,2.0,2.0,0.0,0.4555765595463138
brunodaz1351817,0.0,2.0,2.0,0.0,0.4554441052478558
cohuoj_elena,0.0,2.0,2.0,0.0,0.45517942757518526
jotaele_87,0.0,2.0,2.0,2.7313285371252264e-05,0.4553779069767442
sandrix0903,0.0,2.0,2.0,5.537867875130258e-06,0.4553779069767442
pfpaau,0.0,2.0,2.0,0.0,0.45517942757518526
jarquin_zully,0.0,2.0,2.0,0.0,0.45517942757518526
myriamgarc64056,0.0,2.0,2.0,0.0,0.4553117279465194
zullyireneayala,0.0,2.0,2.0,0.0,0.45517942757518526
hofer1678,0.0,2.0,2.0,0.0,0.45517942757518526
fiaheisenberg,2.0,0.0,2.0,5.472141277914251e-06,0.3206755373592631
pablopilona,0.0,2.0,2.0,0.0,0.45517942757518526
ockrassa,0.0,2.0,2.0,0.0,0.45517942757518526
giovanniorel,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
mecg456,0.0,2.0,2.0,0.0,0.45517942757518526
juamanlogt,0.0,2.0,2.0,0.0,0.45517942757518526
demolutionm,0.0,2.0,2.0,0.0,0.4555103227682466
aylinoso1980,0.0,2.0,2.0,0.0,0.4555765595463138
nancyelreceso1,0.0,2.0,2.0,1.8210280834548547e-06,0.4555103227682466
armando_siquic,0.0,2.0,2.0,0.0,0.45517942757518526
duckg502,0.0,2.0,2.0,0.0,0.4553117279465194
benjamingabac,0.0,2.0,2.0,0.0,0.45517942757518526
carolyfofo,0.0,2.0,2.0,0.0,0.45517942757518526
rafaelxicol,0.0,2.0,2.0,0.0,0.45517942757518526
innovacion30001,0.0,2.0,2.0,0.0,0.45517942757518526
b,2.0,0.0,2.0,0.0,0.3130808434096133
ortizthelm90248,0.0,2.0,2.0,0.0,0.4555103227682466
santo_de_garche,0.0,2.0,2.0,0.0,0.4553117279465194
guatebuena1,0.0,2.0,2.0,0.0,0.4553117279465194
anibal007,0.0,2.0,2.0,0.0,0.45564281559045955
rmayen33,0.0,2.0,2.0,0.0,0.45517942757518526
soymemegt,2.0,0.0,2.0,5.0030744395813385e-08,0.3153815180189249
mslowg,0.0,2.0,2.0,0.0,0.45564281559045955
juventinagonza,0.0,2.0,2.0,0.0,0.45564281559045955
mnemosinegt,1.0,1.0,2.0,0.0,0.45630643751820565
anticorruptogta,0.0,2.0,2.0,3.806271584777779e-05,0.45524556814879397
jav_f21,0.0,2.0,2.0,0.0,0.45517942757518526
nosmienten_,0.0,2.0,2.0,0.0,0.4553117279465194
kalinpal53,0.0,2.0,2.0,0.0,0.45564281559045955
bmincho09,0.0,2.0,2.0,0.0,0.45517942757518526
sergiochocoyo71,1.0,1.0,2.0,0.0,0.45610714805648567
roger19951924,0.0,2.0,2.0,0.0,0.4553117279465194
toni_choy,0.0,2.0,2.0,0.0,0.45564281559045955
eddryu1,0.0,2.0,2.0,0.0,0.45630643751820565
violetw1998,0.0,2.0,2.0,0.0,0.45564281559045955
irenemontero,2.0,0.0,2.0,4.0490059444930024e-05,0.3209712119659871
pabloiglesias,2.0,0.0,2.0,4.0490059444930024e-05,0.3209712119659871
cbadl5859913,0.0,2.0,2.0,0.0,0.4555765595463138
mnorgoogmex_y_y,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
oncebk,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
alterlego502,0.0,2.0,2.0,0.0,0.4555765595463138
3triatlon,0.0,2.0,2.0,0.0,0.45517942757518526
norv_cast46,0.0,2.0,2.0,0.0,0.4553117279465194
w54255141,0.0,2.0,2.0,0.0,0.4555103227682466
alilapeque25,0.0,2.0,2.0,0.0,0.4553117279465194
kisamapsycho,0.0,2.0,2.0,0.0,0.45517942757518526
carmenmariagt89,0.0,2.0,2.0,0.0,0.4559080325960419
soniagraguay,2.0,0.0,2.0,4.563740394292572e-07,0.31421121251629724
munoz_analu,0.0,2.0,2.0,0.0,0.45517942757518526
ff4lexis,0.0,2.0,2.0,0.0,0.4553117279465194
titabalarina,0.0,2.0,2.0,0.00020676284125970663,0.45524556814879397
makima__j,0.0,2.0,2.0,1.0864311694349345e-06,0.4553779069767442
saloj_cesar,0.0,2.0,2.0,0.0,0.4555103227682466
axelgod45233014,2.0,0.0,2.0,2.1090479169059534e-07,0.31506436041834274
feres08,0.0,2.0,2.0,0.0,0.45564281559045955
estefanny95292,0.0,2.0,2.0,0.0,0.45564281559045955
willie_figueroa,0.0,2.0,2.0,0.0,0.4553117279465194
gustavo2101gua,0.0,2.0,2.0,0.0,0.45517942757518526
ilyzeadesalazar,0.0,2.0,2.0,0.0,0.45517942757518526
sergiovegat,0.0,2.0,2.0,0.0,0.45517942757518526
usuariojbl,0.0,2.0,2.0,0.0,0.45517942757518526
quetzaltec96195,0.0,2.0,2.0,0.0,0.45517942757518526
marroking28_,0.0,2.0,2.0,0.0,0.45517942757518526
darguingt,0.0,2.0,2.0,0.0,0.4559080325960419
sempechris48694,0.0,2.0,2.0,0.0,0.45564281559045955
willomamp,0.0,2.0,2.0,6.6599391891840985e-06,0.4553117279465194
carlosm_silva,0.0,2.0,2.0,0.0,0.45517942757518526
djossdescontrol,0.0,2.0,2.0,0.0,0.45617355853232383
cafeguzgon,0.0,2.0,2.0,0.0,0.45517942757518526
strangelband,0.0,2.0,2.0,0.0006329849225828617,0.4553117279465194
emmarincon,1.0,1.0,2.0,2.038204928461045e-07,0.31373923492890043
mxgodnez,0.0,2.0,2.0,0.0,0.4559080325960419
ferlira8,0.0,2.0,2.0,0.0,0.45517942757518526
totitafuentes,0.0,2.0,2.0,0.0,0.45517942757518526
joshuajcip,2.0,0.0,2.0,1.0638075375119727e-07,0.31370782016621607
orozco15emilio,0.0,2.0,2.0,2.8034484098388244e-05,0.45524556814879397
cach_fredy,0.0,2.0,2.0,0.0,0.45517942757518526
pedrocardoza1,0.0,2.0,2.0,0.00026567335486262514,0.45524556814879397
l00kingparadise,0.0,2.0,2.0,0.00015259477193407957,0.45524556814879397
cuz_kuckling,0.0,2.0,2.0,0.0,0.45517942757518526
fremovixi76,0.0,2.0,2.0,0.0,0.45564281559045955
aandresf9,1.0,1.0,2.0,1.3693862727692443e-06,0.313550840672538
ciudadanocomung,2.0,0.0,2.0,4.07640985692209e-07,0.31326867313268675
hectorbkt16,0.0,2.0,2.0,0.0,0.4554441052478558
superman1982gt,0.0,2.0,2.0,0.0,0.45564281559045955
neryrodas,2.0,0.0,2.0,5.45266592542904e-07,0.3144950813089741
ryas071,0.0,2.0,2.0,0.0,0.4553117279465194
rutchapina,0.0,2.0,2.0,0.0,0.45517942757518526
jaimenolasco20,0.0,2.0,2.0,0.0,0.45517942757518526
leonelb68859819,0.0,2.0,2.0,5.537867875130258e-06,0.4553779069767442
carloscarlgnz,0.0,2.0,2.0,0.0,0.4555103227682466
awenph,0.0,2.0,2.0,0.0,0.4559080325960419
redskull445,0.0,2.0,2.0,0.0,0.45517942757518526
artbardok,0.0,2.0,2.0,0.0,0.4553117279465194
sayed90001,0.0,2.0,2.0,0.0001847889080863642,0.45524556814879397
adriana44135134,0.0,2.0,2.0,0.0,0.45517942757518526
jorgherrerac,0.0,2.0,2.0,0.0,0.4559080325960419
juanjodr26,0.0,2.0,2.0,0.0,0.45517942757518526
oracintfaith,0.0,2.0,2.0,0.0,0.45517942757518526
j090205,0.0,2.0,2.0,0.0,0.45517942757518526
brat788510,0.0,2.0,2.0,0.0,0.45517942757518526
esli_mijangos,0.0,2.0,2.0,0.0002666974877120063,0.45524556814879397
soljacky,0.0,2.0,2.0,0.0,0.4553117279465194
mbsg1975,0.0,2.0,2.0,0.0,0.4553117279465194
grillochapin,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
serranourib,0.0,2.0,2.0,0.0,0.45517942757518526
santanachapin,0.0,2.0,2.0,0.0,0.45517942757518526
claudiarod14rod,0.0,2.0,2.0,0.0,0.4559080325960419
rrolob,0.0,2.0,2.0,0.0,0.45517942757518526
malumbresfran,0.0,2.0,2.0,0.0,0.45630643751820565
laurafmarroquin,2.0,0.0,2.0,2.772111973159496e-07,0.31576295101793994
pirlokolarov,0.0,2.0,2.0,0.0,0.45524556814879397
sabichjarif,0.0,2.0,2.0,0.0,0.45517942757518526
hatecorruptos,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
vga45941134,0.0,2.0,2.0,0.0,0.45564281559045955
nikolazmora,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
ericfer1603,0.0,2.0,2.0,0.0,0.45630643751820565
vmcastellanosg,0.0,2.0,2.0,0.0,0.45564281559045955
manima59,0.0,2.0,2.0,4.487228010771666e-05,0.45524556814879397
max16192,0.0,2.0,2.0,0.0,0.45517942757518526
cerbatanameso,2.0,0.0,2.0,9.648385667844818e-08,0.313550840672538
luchoriverav,0.0,2.0,2.0,0.0,0.45517942757518526
e9daa1c40e864e2,0.0,2.0,2.0,0.0,0.45517942757518526
lez_dark,0.0,2.0,2.0,0.0,0.45517942757518526
herberttoaspern,0.0,2.0,2.0,0.0,0.4555103227682466
patrici10239810,0.0,2.0,2.0,0.0,0.45517942757518526
jdanieldardon,0.0,2.0,2.0,0.0,0.4559080325960419
gt_ghostwriter,0.0,2.0,2.0,0.0,0.45517942757518526
mmiaumersons,0.0,2.0,2.0,0.0,0.4553117279465194
juancamasosa,0.0,2.0,2.0,0.0,0.4559080325960419
crisstitat,0.0,2.0,2.0,0.0,0.45517942757518526
53675367,0.0,2.0,2.0,0.0,0.4553117279465194
rpmgio2411,0.0,2.0,2.0,0.0,0.45564281559045955
jesuisjoaquin,0.0,2.0,2.0,0.0,0.4553117279465194
andrsva96658459,0.0,2.0,2.0,0.0,0.45517942757518526
karranch0,0.0,2.0,2.0,0.0,0.45517942757518526
charlyvazz,0.0,2.0,2.0,0.0,0.45517942757518526
hugodel16107145,0.0,2.0,2.0,3.9471269257198876e-05,0.4553117279465194
churpioloco,0.0,2.0,2.0,0.0,0.45517942757518526
mariapr61010967,0.0,2.0,2.0,0.0,0.4553117279465194
barrientosluise,0.0,2.0,2.0,0.0,0.45517942757518526
soypuroguate,0.0,2.0,2.0,0.0,0.45517942757518526
rep_202420,0.0,2.0,2.0,0.0,0.45517942757518526
andrsca24870163,0.0,2.0,2.0,0.0,0.45517942757518526
susyriv56659832,0.0,2.0,2.0,2.6604313561865446e-05,0.4553117279465194
osantizo58,0.0,2.0,2.0,0.0,0.45517942757518526
kirbygt79,0.0,2.0,2.0,0.0,0.45517942757518526
guatemala,2.0,0.0,2.0,0.0,0.31544502617801046
thinker908,0.0,2.0,2.0,0.0,0.45517942757518526
juananibal47041,0.0,2.0,2.0,0.0,0.45564281559045955
yos0ydanieloff,0.0,2.0,2.0,0.0,0.4554441052478558
chapina_en,0.0,2.0,2.0,0.0,0.45564281559045955
joshemigt,2.0,0.0,2.0,1.4558606631864607e-08,0.31373923492890043
lima30044j,0.0,2.0,2.0,0.0,0.4559080325960419
enrique29744649,0.0,2.0,2.0,0.0,0.4553117279465194
juliogenaro6,0.0,2.0,2.0,0.0,0.4559080325960419
munecanice46950,0.0,2.0,2.0,0.0,0.45517942757518526
interiano1saul,2.0,0.0,2.0,3.4011265997075037e-07,0.3146530079341167
anticorrup30203,1.0,1.0,2.0,0.0,0.45517942757518526
elchirmol,2.0,0.0,2.0,0.0,0.31493767591475674
l0b0_gt,0.0,2.0,2.0,3.790528989489096e-06,0.45524556814879397
gudielarma24032,0.0,2.0,2.0,0.0,0.4553117279465194
nocomo20,0.0,2.0,2.0,0.0,0.45517942757518526
elizamorales144,0.0,2.0,2.0,0.0,0.45564281559045955
jserech74,0.0,2.0,2.0,0.0,0.45564281559045955
mariobaudilio,0.0,2.0,2.0,0.0,0.45517942757518526
libertopolis,1.0,1.0,2.0,0.0,0.45517942757518526
fercha1706,1.0,1.0,2.0,0.0,0.4555103227682466
